business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,category,category1,category2,MondayOpen,MondayClose,TuesdayOpen,TuesdayClose,WednesdayOpen,WednesdayClose,ThursdayOpen,ThursdayClose,FridayOpen,FridayClose,SaturdayOpen,SaturdayClose,SundayOpen,SundayClose
5I8VE_KBcDhh6uzdt5hwTg,Cake Azure,9817 Ridge Creek Pl,Las Vegas,NV,89134,36.1924287,-115.3101309,4.5,34,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'False', 'Caters': 'False', 'BikeParking': 'True', 'RestaurantsDelivery': 'True'}","Food, Nightlife, Adult Entertainment, Bakeries, Custom Cakes, Patisserie/Cake Shop","{'Monday': '6:30-23:0', 'Tuesday': '6:30-23:0', 'Wednesday': '6:30-23:0', 'Thursday': '6:30-23:0', 'Friday': '6:30-23:0', 'Saturday': '6:30-23:0', 'Sunday': '6:30-23:0'}",Food, Nightlife, Adult Entertainment,6.5,23.0,6.5,23.0,6.5,23.0,6.5,23.0,6.5,23.0,6.5,23.0,6.5,23.0
c1JoHp602zilpDU_57DsMg,Starbucks,3950 Las Vegas Blvd So,Las Vegas,NV,89119,36.09327,-115.175966,2.0,57,1,"{'BikeParking': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '2', 'Caters': 'False', 'RestaurantsDelivery': 'True'}","Restaurants, Cafes, Food, Internet Cafes, Coffee & Tea","{'Monday': '6:0-23:0', 'Tuesday': '6:0-23:0', 'Wednesday': '6:0-23:0', 'Thursday': '6:0-23:0', 'Friday': '6:0-23:0', 'Saturday': '6:0-23:0', 'Sunday': '6:0-23:0'}",Restaurants, Cafes, Food,6.0,23.0,6.0,23.0,6.0,23.0,6.0,23.0,6.0,23.0,6.0,23.0,6.0,23.0
xPuId11JJs0uy-QuPfifOw,Grill 55,3400 Paradise Rd,Las Vegas,NV,89169,36.1272243,-115.1539911,3.0,58,1,"{'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'HappyHour': 'True', 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'False', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}""}","American (New), Restaurants","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-0:0'}",American (New), Restaurants,,11.0,24,11.0,24,11.0,24,11.0,24,11.0,24,11.0,24,11.0,24
oaqbLDW3wNqkynlnp4mvlw,Lupo by Wolfgang Puck,3950 Las Vegas Blvd S,Las Vegas,NV,89119,36.0920061477,-115.1760053558,3.5,653,1,"{'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'GoodForKids': 'False', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'False', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'Alcohol': ""u'full_bar'"", 'WiFi': ""u'no'"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '3', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'HappyHour': 'True'}","Italian, Restaurants","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '17:0-22:0'}",Italian, Restaurants,,17.0,22.0,17.0,22.0,17.0,22.0,17.0,22.0,17.0,23.0,17.0,23.0,17.0,22.0
f1L-fI_wM5aH7_YG7WcUaA,Campus Commons Food Court,6475 West Charleston Blvd,Las Vegas,NV,89146,36.1586808,-115.2367199,4.0,9,1,"{'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'True'}","Fast Food, Restaurants",,Fast Food, Restaurants,,None,None,None,None,None,None,None,None,None,None,None,None,None,None
nvh-zGYHKwIUiPTgwhIScA,Taco Bell,4310 E Craig Road,Las Vegas,NV,89115,36.2406,-115.08005,3.0,35,1,"{'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'BikeParking': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'RestaurantsDelivery': 'True'}","American (New), Restaurants, Food, Tex-Mex, Tacos, Mexican, Fast Food","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",American (New), Restaurants, Food,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24
G1lB2bUf1MT1FZT8TBy62g,Rubalcabas Taco Shop,5185 E Lake Mead Blvd,Las Vegas,NV,89156,36.1958894,-115.060361,4.0,60,1,"{'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'NoiseLevel': ""'average'"", 'WiFi': ""'no'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'None', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': True}"", 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Mexican, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Mexican, Restaurants,,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24
T0NKethAB-FFR05EeZCzuA,Burger King,6780 N Durango Dr,Las Vegas,NV,89149,36.2842738306,-115.287330502,1.5,127,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'Caters': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'RestaurantsDelivery': 'None', 'HasTV': 'True'}","Burgers, Fast Food, Restaurants","{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '7:0-22:0'}",Burgers, Fast Food, Restaurants,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,7.0,22.0
RDw-K8fjs5Mporlq2KqTUg,Starbucks,"4985 W. Tropicana Avenue, 100",Las Vegas,NV,89103,36.100454,-115.209126,2.5,161,1,"{'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1', 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Coffee & Tea, Food","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Coffee & Tea, Food,,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24,0.0,24
aSn4fgpq-3FDfvVG2bjv3A,KFC,5940 Spring Mountain Rd,Las Vegas,NV,89146,36.1258562,-115.2225685712,2.0,44,1,"{'OutdoorSeating': 'False', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""'none'"", 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'NoiseLevel': ""'quiet'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'WiFi': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True'}","Fast Food, Chicken Wings, Chicken Shop, Restaurants, Burgers","{'Monday': '0:0-0:0', 'Tuesday': '10:0-22:30', 'Wednesday': '10:0-22:30', 'Thursday': '10:0-22:30', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-22:30'}",Fast Food, Chicken Wings, Chicken Shop,0.0,24,10.0,22.5,10.0,22.5,10.0,22.5,10.0,23.0,10.0,23.0,10.0,22.5
TspQ9jCczz436RiJHJQYZw,Fresh Kabob,"1405 E Sunset Rd, Ste 130",Las Vegas,NV,89119,36.0714626826,-115.1341722997,3.5,288,1,"{'WiFi': ""u'free'"", 'RestaurantsReservations': 'True', 'Caters': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'HasTV': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'ByAppointmentOnly': 'False', 'NoiseLevel': ""u'average'"", 'DogsAllowed': 'False', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'HappyHour': 'False'}","Restaurants, Mediterranean","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",Restaurants, Mediterranean,,0.0,24,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0
G5YM5jbCTAFE2IDGNRjYnQ,La Herradero 2,3655 S Decatur Blvd,Las Vegas,NV,89103,36.1233841,-115.2086,4.5,11,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True'}","Food, Grocery, Fruits & Veggies, Restaurants, Mexican, Butcher, Specialty Food","{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '6:0-21:0'}",Food, Grocery, Fruits & Veggies,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,6.0,22.0,6.0,21.0
JSz1qbGm3FHgh-DJqqS_dA,Insomnia Munchies,"1455 E Tropicana Ave, Ste 770",Las Vegas,NV,89119,36.1006404,-115.1331919,2.5,10,1,"{'NoiseLevel': ""u'quiet'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True'}","American (New), Restaurants",,American (New), Restaurants,,None,None,None,None,None,None,None,None,None,None,None,None,None,None
